session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,scenario_id,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,handover_start_s,handover_end_s
20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB03,B9-104,92.806,2026-09-06T07:50:07.8570820Z,,1.0,destination_reached,92,255,1,0,1,1,0,1.0,2.2,,1.0,False,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.69,1.69,0.0,1.69,1.69,1.69,success,56.437,0.792,0.922,19.319,0.0,2.0178,16.38,reconstructed from campus_x/campus_y at +/-2.0s window,2.0178,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,92,5.0476,5.062,0.1854,4.671,5.511,0.7463,0.802,1.7819,5.617,46,0.9,0.9,0.8809,33.7,33.7,33.7,1.0,1.0,1.0,4,100.0,66.7,60.215,62.415
20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB03,B9-104,219.481,2026-09-06T07:52:27.3495590Z,,1.0,destination_reached,216,1434,1,1,0,1,0,1.0,3.427,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.733,1.733,0.0,1.733,1.733,1.733,success,2.034,0.15,0.8417,0.0,0.0,1.805,15.059,reconstructed from campus_x/campus_y at +/-2.0s window,1.805,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,216,5.1559,5.1675,0.2039,4.644,5.664,0.7298,0.8175,1.9929,11.101,16,0.9,0.9,0.8819,34.26,34.26,34.26,1.0,1.0,1.0,0,100.0,0.0,142.598,146.025
20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB03,B9-104,313.88,2026-09-06T07:35:58.7946820Z,,1.0,destination_reached,296,592,0,0,0,0,0,1.0,2.166,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.676,1.676,0.0,1.676,1.676,1.676,success,12.1,0.815,0.8268,4.167,0.0,4.0262,31.137,reconstructed from campus_x/campus_y at +/-2.0s window,4.0262,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,296,4.9573,4.965,0.1927,4.448,5.457,0.7314,0.81,2.1449,16.427,16,0.8986,0.9,0.8822,36.82,36.82,36.82,1.0,1.0,1.0,2,100.0,50.0,204.0,206.166
20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB03,B9-104,110.318,2026-09-06T07:59:08.6691810Z,,1.0,destination_reached,108,420,1,0,0,0,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,96.54,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,108,5.0217,5.0255,0.2069,4.449,5.541,0.7838,0.825,1.1136,4.665,11,0.9,0.9,,50.93,50.93,50.93,1.0,1.0,0.0,0,0.0,0.0,53.475,64.675
20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB03,B9-104,154.624,2026-09-06T07:46:40.9057280Z,,1.0,destination_reached,151,345,1,1,1,1,0,1.0,3.329,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.717,1.717,0.0,1.717,1.717,1.717,success,4.067,0.889,0.9085,9.567,0.0,1.3192,10.64,reconstructed from campus_x/campus_y at +/-2.0s window,1.3192,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,151,5.2148,5.212,0.2019,4.714,5.775,0.7686,0.804,1.8596,9.037,11,0.892,0.9,0.8826,36.42,36.42,36.42,1.0,1.0,1.0,0,100.0,0.0,96.365,99.694
20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB03,B9-104,79.551,2026-09-06T07:57:03.1682960Z,,1.0,destination_reached,77,339,1,1,1,1,1,1.0,3.46,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.768,1.768,0.0,1.768,1.768,1.768,success,36.239,0.852,0.907,20.801,0.0,1.2692,11.037,reconstructed from campus_x/campus_y at +/-2.0s window,1.2692,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,77,5.2696,5.277,0.2171,4.807,5.691,0.6392,0.768,1.6162,7.567,22,0.9,0.9,0.8797,33.77,33.77,33.77,1.0,1.0,1.0,0,100.0,0.0,51.589,55.049
20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB03,B9-104,119.446,2026-09-06T08:01:52.6731010Z,,1.0,destination_reached,117,612,1,1,0,0,0,1.0,3.138,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.707,1.707,0.0,1.707,1.707,1.707,success,8.034,0.869,0.899,19.235,0.0,2.0033,16.494,reconstructed from campus_x/campus_y at +/-2.0s window,2.0033,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.1561,5.152,0.1934,4.536,5.666,0.715,0.79,1.7901,9.352,10,0.9,0.9,0.8727,35.04,35.04,35.04,1.0,1.0,1.0,0,100.0,0.0,77.022,80.16
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,VALID,,V1,Fixed Geometric,NONE,KB19,B9-104,22.124,2026-09-14T01:41:11.1463710Z,,1.0,destination_reached,22,433,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.693,1.693,0.0,1.693,1.693,1.693,success,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,3.9229,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,22,4.9148,4.891,0.1891,4.484,5.287,0.8339,0.965,2.2188,7.718,0,,,0.9017,13.64,13.64,13.64,1.0,1.0,1.0,4,100.0,66.7,,
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,VALID,,V4,No Map-ID Check,NONE,KB19,B9-204,20.083,2026-09-14T01:39:21.6475770Z,,1.0,destination_reached,20,28,1,1,0,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,0.0,,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,14.34,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,20,5.0511,5.07,0.128,4.769,5.345,0.6508,0.825,3.2867,7.419,8,0.9,0.9,,60.0,60.0,0.0,1.0,1.0,0.0,0,0.0,0.0,,
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,VALID,,BT,Quality + Dwell Baseline,NONE,KB19,B9-104,34.506,2026-09-14T01:42:19.0793490Z,,1.0,destination_reached,34,886,1,1,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.776,1.776,0.0,1.776,1.776,1.776,success,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,2.3363,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,34,5.111,5.1245,0.1518,4.877,5.354,0.9474,0.972,1.3489,4.614,0,,,0.876,32.35,32.35,32.35,1.0,1.0,1.0,0,100.0,0.0,,
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,VALID,,V1,Fixed Geometric,NONE,KB19,B9-104,42.632,2026-09-14T01:31:30.0063310Z,,1.0,destination_reached,38,17,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,0.0,,3,2,1,0,0,0,0,2,3,66.67,1,3,3,3,False,1,0,1,0,0,,,,,,,timeout_fallback,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,38,4.9044,4.9,0.1789,4.561,5.31,0.176,0.176,,,0,,,,50.0,50.0,50.0,1.0,1.0,0.0,2,0.0,66.7,,
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,VALID,,V1,Fixed Geometric,NONE,KB19,B9-104,19.967,2026-09-14T01:40:11.7954450Z,,1.0,destination_reached,20,20,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.727,1.727,0.0,1.727,1.727,1.727,success,19.535,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,3.8569,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,20,5.1959,5.1625,0.2578,4.629,5.573,0.7156,0.83,2.7509,6.573,14,0.9,0.9,0.8716,35.0,35.0,35.0,1.0,1.0,1.0,4,100.0,66.7,,
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,VALID,,V5,Full HARMONY,NONE,KB19,B9-104,25.66,2026-09-14T01:36:48.0264940Z,,1.0,destination_reached,25,1524,1,1,1,1,1,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,0.0,,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,25,4.9135,4.855,0.2078,4.592,5.299,0.15,0.15,44.8319,57.162,0,,,,60.0,60.0,60.0,1.0,1.0,0.0,0,0.0,0.0,,
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,VALID,,V3,No Dwell Time,NONE,KB19,B9-104,25.029,2026-09-14T01:38:11.3321550Z,,1.0,destination_reached,25,26,1,0,1,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.732,1.732,0.0,1.732,1.732,1.732,success,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,1.8042,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,25,5.2817,5.243,0.1365,5.03,5.594,0.6819,0.814,3.4814,7.004,0,,,0.8886,20.0,20.0,20.0,1.0,1.0,1.0,4,100.0,66.7,,
20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB22,B9-103,104.637,2026-09-12T05:45:51.5398000Z,,1.0,destination_reached,100,558,1,1,0,1,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,25.638,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,100,5.3381,5.349,0.2195,4.408,5.778,0.4747,0.113,18.5916,60.548,36,0.9,0.9,,50.0,50.0,0.0,1.0,1.0,0.0,0,0.0,0.0,52.269,63.469
20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB22,B9-103,130.202,2026-09-12T06:22:36.9266650Z,,1.0,destination_reached,127,363,0,0,0,0,0,1.0,2.249,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.699,1.699,0.0,1.699,1.699,1.699,success,27.765,0.132,0.8805,0.0,0.0,3.8115,31.644,reconstructed from campus_x/campus_y at +/-2.0s window,3.8115,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,127,4.9826,4.991,0.2085,4.361,5.555,0.4856,0.132,23.3692,76.597,11,0.9,0.9,0.8829,34.65,34.65,34.65,1.0,1.0,1.0,2,100.0,50.0,84.631,86.88
20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB22,B9-103,116.486,2026-09-12T06:08:29.9271720Z,,1.0,destination_reached,111,356,1,1,1,1,0,1.0,3.235,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.713,1.713,0.0,1.713,1.713,1.713,success,48.342,0.113,0.8462,0.0,0.0,1.159,11.88,reconstructed from campus_x/campus_y at +/-2.0s window,1.159,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,111,5.0822,5.086,0.1911,4.582,5.578,0.5491,0.782,14.2407,55.403,49,0.9,0.9,0.8795,34.23,34.23,34.23,1.0,1.0,1.0,0,100.0,0.0,75.587,78.822
20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB22,B9-104,125.988,2026-09-12T05:54:19.2245840Z,,1.0,destination_reached,123,140,1,0,1,1,0,1.0,2.43,,1.0,False,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.701,1.701,0.0,1.701,1.701,1.701,success,5.149,0.176,0.8292,0.0,0.0,2.1421,15.653,reconstructed from campus_x/campus_y at +/-2.0s window,2.1421,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,123,5.0094,4.985,0.2184,4.469,5.644,0.7513,0.937,4.3386,25.765,5,0.9,0.9,0.8788,34.96,34.96,34.96,1.0,1.0,1.0,4,100.0,66.7,80.953,83.383
20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB22,B9-103,121.284,2026-09-12T06:32:30.2878450Z,,1.0,destination_reached,119,390,1,1,0,0,0,1.0,3.114,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.7,1.7,0.0,1.7,1.7,1.7,success,31.846,0.132,0.838,0.0,0.0,2.1909,15.068,reconstructed from campus_x/campus_y at +/-2.0s window,2.1909,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,119,5.2033,5.174,0.1854,4.794,5.67,0.6312,0.9,11.8117,51.578,13,0.9,0.9,0.8783,34.45,34.45,34.45,1.0,1.0,1.0,2,100.0,50.0,78.683,81.797
20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB22,B9-103,140.094,2026-09-12T05:49:37.2863390Z,,1.0,destination_reached,137,753,1,1,1,1,1,1.0,3.587,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.724,1.724,0.0,1.724,1.724,1.724,success,5.151,0.113,0.8477,0.0,0.0,1.1549,12.293,reconstructed from campus_x/campus_y at +/-2.0s window,1.1549,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,137,4.8672,4.855,0.2057,4.403,5.467,0.3705,0.113,37.7891,102.209,15,0.8992,0.9,0.8841,33.58,33.58,33.58,1.0,1.0,1.0,0,100.0,0.0,90.931,94.518
20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB22,B9-103,97.929,2026-09-12T07:49:26.9451630Z,,1.0,destination_reached,94,194,1,0,0,0,0,1.0,2.687,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.694,1.694,0.0,1.694,1.694,1.694,success,37.027,0.132,0.9005,0.0,0.0,2.9135,23.166,reconstructed from campus_x/campus_y at +/-2.0s window,2.9135,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,94,5.0464,5.0385,0.1881,4.643,5.664,0.6879,0.911,3.9916,18.654,45,0.9,0.9,0.8814,35.11,35.11,35.11,1.0,1.0,1.0,2,100.0,50.0,63.61,66.297
20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB25,B9-104,130.833,2026-09-15T04:21:49.4736220Z,,1.0,destination_reached,129,548,1,0,1,1,0,0.0,,,0.0,False,3,2,1,0,0,0,0,2,3,66.67,1,3,3,3,False,1,0,1,0,0,,,,,,,timeout_fallback,41.717,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,129,5.1305,5.104,0.2045,4.672,5.823,0.4296,0.132,16.1928,54.3,3,0.9,0.9,,48.84,48.84,48.84,1.0,1.0,0.0,2,0.0,66.7,65.341,76.541
20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB25,B9-104,117.647,2026-09-15T04:29:34.4253510Z,,1.0,destination_reached,114,58,1,1,1,1,1,1.0,3.47,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.673,1.673,0.0,1.673,1.673,1.673,success,,0.15,0.8356,0.0,0.0,1.1989,12.704,reconstructed from campus_x/campus_y at +/-2.0s window,1.1989,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,114,5.2714,5.283,0.204,4.63,5.645,0.1665,0.15,60.2162,117.547,0,,,0.8757,35.96,35.96,35.96,1.0,1.0,1.0,0,100.0,0.0,74.932,78.402
20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB25,B9-104,125.21,2026-09-15T04:43:38.5950480Z,,1.0,destination_reached,120,223,1,1,0,0,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,51.333,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,120,5.174,5.1755,0.1706,4.73,5.579,0.6295,0.8705,7.3267,36.26,32,0.9,0.9,,50.0,50.0,50.0,1.0,1.0,0.0,0,0.0,0.0,62.605,73.805
20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB25,B9-102,181.95,2026-09-15T04:15:12.6903720Z,,1.0,destination_reached,177,3773,0,0,0,0,0,0.0,,,0.0,False,3,2,1,0,0,0,0,2,3,66.67,1,3,3,3,False,1,0,1,0,0,,,,,,,timeout_fallback,36.55,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,177,5.2524,5.266,0.1989,4.645,5.776,0.682,0.889,4.2474,24.25,30,0.9,0.9,,49.72,49.72,49.72,1.0,1.0,0.0,2,0.0,66.7,90.891,102.091
20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB25,B9-104,87.75,2026-09-15T04:19:25.9840140Z,,1.0,destination_reached,86,225,1,1,1,1,0,1.0,3.319,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.694,1.694,0.0,1.694,1.694,1.694,success,17.35,0.84,0.8835,52.35,0.0,1.3052,11.631,reconstructed from campus_x/campus_y at +/-2.0s window,1.3052,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,86,5.2299,5.2255,0.2084,4.67,5.678,0.777,0.9315,2.4467,12.95,46,0.9,0.9,0.8782,32.56,32.56,32.56,1.0,1.0,1.0,0,100.0,0.0,56.994,60.313
20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB25,B9-104,121.629,2026-09-15T04:25:29.1325200Z,,1.0,destination_reached,117,959,1,1,0,1,0,1.0,3.406,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.693,1.693,0.0,1.693,1.693,1.693,success,5.133,0.954,0.8468,11.717,0.0,1.6232,13.508,reconstructed from campus_x/campus_y at +/-2.0s window,1.6232,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.0706,5.053,0.2039,4.701,5.531,0.7851,0.898,2.3587,10.9,12,0.9,0.9,0.8799,37.61,37.61,37.61,1.0,1.0,1.0,2,100.0,50.0,74.78,78.186
20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB25,B9-104,150.45,2026-09-15T04:39:45.2887630Z,,1.0,destination_reached,148,4217,1,0,0,0,0,1.0,2.797,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.674,1.674,0.0,1.674,1.674,1.674,success,14.2,0.933,0.9202,37.95,0.0,3.0104,22.554,reconstructed from campus_x/campus_y at +/-2.0s window,3.0104,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,148,5.2193,5.218,0.2093,4.701,5.709,0.5575,0.4535,34.9534,111.295,22,0.9,0.9,0.8755,33.78,33.78,33.78,1.0,1.0,1.0,2,100.0,50.0,97.749,100.546
SYNTH_KB02_V3_9203_REV,VALID,,V3,No Dwell Time,VPS_TO_GPS,KB02,B9-EXIT,65.91,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,65,10,1,0,1,1,0,1.0,6.084,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,4.056,0.8,0.0,1.729,,2.2834,129.265,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,65,5.3,5.194,0.469,4.683,6.907,0.725,0.75,,,5,0.8834,0.8778,0.8852,83.08,83.08,83.08,1.0,1.0,1.0,0,100.0,0.0,54.756,60.84
