session_id,scenario_id,harmony_version,direction,provenance,events_file,samples_file,summary_file,included_in_target_report,validation_status
SYNTH_KB21_V1_9203_FWD,KB21,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V1_9203_FWD/events_SYNTH_KB21_V1_9203_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V1_9203_FWD/samples_SYNTH_KB21_V1_9203_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V1_9203_FWD/summary_SYNTH_KB21_V1_9203_FWD.csv,True,VALID
SYNTH_KB21_V4_5436_FWD,KB21,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V4_5436_FWD/events_SYNTH_KB21_V4_5436_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V4_5436_FWD/samples_SYNTH_KB21_V4_5436_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V4_5436_FWD/summary_SYNTH_KB21_V4_5436_FWD.csv,True,VALID
SYNTH_KB21_V3_7039_FWD,KB21,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V3_7039_FWD/events_SYNTH_KB21_V3_7039_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V3_7039_FWD/samples_SYNTH_KB21_V3_7039_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V3_7039_FWD/summary_SYNTH_KB21_V3_7039_FWD.csv,True,VALID
SYNTH_KB04_V5_4822_FWD,KB04,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V5_4822_FWD/events_SYNTH_KB04_V5_4822_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V5_4822_FWD/samples_SYNTH_KB04_V5_4822_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V5_4822_FWD/summary_SYNTH_KB04_V5_4822_FWD.csv,True,VALID
SYNTH_KB04_V2_7770_FWD,KB04,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V2_7770_FWD/events_SYNTH_KB04_V2_7770_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V2_7770_FWD/samples_SYNTH_KB04_V2_7770_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V2_7770_FWD/summary_SYNTH_KB04_V2_7770_FWD.csv,True,VALID
SYNTH_KB04_V1_8534_FWD,KB04,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V1_8534_FWD/events_SYNTH_KB04_V1_8534_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V1_8534_FWD/samples_SYNTH_KB04_V1_8534_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V1_8534_FWD/summary_SYNTH_KB04_V1_8534_FWD.csv,True,VALID
SYNTH_KB04_V3_1702_FWD,KB04,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V3_1702_FWD/events_SYNTH_KB04_V3_1702_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V3_1702_FWD/samples_SYNTH_KB04_V3_1702_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V3_1702_FWD/summary_SYNTH_KB04_V3_1702_FWD.csv,True,VALID
SYNTH_KB04_BT_3128_FWD,KB04,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BT_3128_FWD/events_SYNTH_KB04_BT_3128_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BT_3128_FWD/samples_SYNTH_KB04_BT_3128_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BT_3128_FWD/summary_SYNTH_KB04_BT_3128_FWD.csv,True,VALID
SYNTH_KB04_BQ_1852_FWD,KB04,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BQ_1852_FWD/events_SYNTH_KB04_BQ_1852_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BQ_1852_FWD/samples_SYNTH_KB04_BQ_1852_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BQ_1852_FWD/summary_SYNTH_KB04_BQ_1852_FWD.csv,True,VALID
SYNTH_KB04_V4_8553_FWD,KB04,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V4_8553_FWD/events_SYNTH_KB04_V4_8553_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V4_8553_FWD/samples_SYNTH_KB04_V4_8553_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V4_8553_FWD/summary_SYNTH_KB04_V4_8553_FWD.csv,True,VALID
20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58,KB03,V3,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58/events_20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58.csv,combined_root_v2/KB03/20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58/samples_20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58.csv,combined_root_v2/KB03/20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58/summary_20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58.csv,True,VALID
20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415,KB03,V4,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415/events_20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415.csv,combined_root_v2/KB03/20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415/samples_20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415.csv,combined_root_v2/KB03/20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415/summary_20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415.csv,True,VALID
20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24,KB03,V1,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24/events_20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24.csv,combined_root_v2/KB03/20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24/samples_20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24.csv,combined_root_v2/KB03/20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24/summary_20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24.csv,True,VALID
20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D,KB03,BQ,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D/events_20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D.csv,combined_root_v2/KB03/20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D/samples_20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D.csv,combined_root_v2/KB03/20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D/summary_20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D.csv,True,VALID
20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1,KB03,V2,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1/events_20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1.csv,combined_root_v2/KB03/20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1/samples_20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1.csv,combined_root_v2/KB03/20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1/summary_20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1.csv,True,VALID
20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680,KB03,V5,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680/events_20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680.csv,combined_root_v2/KB03/20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680/samples_20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680.csv,combined_root_v2/KB03/20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680/summary_20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680.csv,True,VALID
20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91,KB03,BT,GPS_TO_VPS,REAL,combined_root_v2/KB03/20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91/events_20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91.csv,combined_root_v2/KB03/20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91/samples_20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91.csv,combined_root_v2/KB03/20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91/summary_20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91.csv,True,VALID
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,KB19,V1,NONE,REAL,combined_root_v2/KB19/20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16/events_20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16.csv,combined_root_v2/KB19/20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16/samples_20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16.csv,combined_root_v2/KB19/20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16/summary_20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16.csv,True,VALID
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,KB19,V4,NONE,REAL,combined_root_v2/KB19/20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512/events_20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512.csv,combined_root_v2/KB19/20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512/samples_20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512.csv,combined_root_v2/KB19/20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512/summary_20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512.csv,True,VALID
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,KB19,BT,NONE,REAL,combined_root_v2/KB19/20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE/events_20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE.csv,combined_root_v2/KB19/20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE/samples_20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE.csv,combined_root_v2/KB19/20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE/summary_20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE.csv,True,VALID
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,KB19,V1,NONE,REAL,combined_root_v2/KB19/20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE/events_20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE.csv,combined_root_v2/KB19/20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE/samples_20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE.csv,combined_root_v2/KB19/20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE/summary_20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE.csv,True,VALID
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,KB19,V1,NONE,REAL,combined_root_v2/KB19/20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4/events_20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4.csv,combined_root_v2/KB19/20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4/samples_20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4.csv,combined_root_v2/KB19/20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4/summary_20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4.csv,True,VALID
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,KB19,V5,NONE,REAL,combined_root_v2/KB19/20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194/events_20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194.csv,combined_root_v2/KB19/20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194/samples_20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194.csv,combined_root_v2/KB19/20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194/summary_20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194.csv,True,VALID
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,KB19,V3,NONE,REAL,combined_root_v2/KB19/20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4/events_20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4.csv,combined_root_v2/KB19/20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4/samples_20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4.csv,combined_root_v2/KB19/20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4/summary_20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4.csv,True,VALID
20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680,KB22,V4,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680/events_20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680.csv,combined_root_v2/KB22/20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680/samples_20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680.csv,combined_root_v2/KB22/20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680/summary_20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680.csv,True,VALID
20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16,KB22,V1,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16/events_20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16.csv,combined_root_v2/KB22/20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16/samples_20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16.csv,combined_root_v2/KB22/20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16/summary_20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16.csv,True,VALID
20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796,KB22,V2,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796/events_20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796.csv,combined_root_v2/KB22/20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796/samples_20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796.csv,combined_root_v2/KB22/20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796/summary_20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796.csv,True,VALID
20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251,KB22,V3,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251/events_20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251.csv,combined_root_v2/KB22/20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251/samples_20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251.csv,combined_root_v2/KB22/20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251/summary_20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251.csv,True,VALID
20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870,KB22,BT,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870/events_20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870.csv,combined_root_v2/KB22/20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870/samples_20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870.csv,combined_root_v2/KB22/20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870/summary_20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870.csv,True,VALID
20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A,KB22,V5,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A/events_20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A.csv,combined_root_v2/KB22/20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A/samples_20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A.csv,combined_root_v2/KB22/20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A/summary_20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A.csv,True,VALID
20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8,KB22,BQ,GPS_TO_VPS,REAL,combined_root_v2/KB22/20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8/events_20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8.csv,combined_root_v2/KB22/20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8/samples_20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8.csv,combined_root_v2/KB22/20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8/summary_20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8.csv,True,VALID
20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42,KB25,V3,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42/events_20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42.csv,combined_root_v2/KB25/20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42/samples_20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42.csv,combined_root_v2/KB25/20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42/summary_20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42.csv,True,VALID
20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97,KB25,V5,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97/events_20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97.csv,combined_root_v2/KB25/20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97/samples_20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97.csv,combined_root_v2/KB25/20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97/summary_20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97.csv,True,VALID
20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2,KB25,BT,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2/events_20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2.csv,combined_root_v2/KB25/20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2/samples_20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2.csv,combined_root_v2/KB25/20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2/summary_20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2.csv,True,VALID
20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E,KB25,V1,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E/events_20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E.csv,combined_root_v2/KB25/20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E/samples_20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E.csv,combined_root_v2/KB25/20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E/summary_20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E.csv,True,VALID
20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309,KB25,V2,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309/events_20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309.csv,combined_root_v2/KB25/20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309/samples_20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309.csv,combined_root_v2/KB25/20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309/summary_20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309.csv,True,VALID
20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2,KB25,V4,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2/events_20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2.csv,combined_root_v2/KB25/20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2/samples_20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2.csv,combined_root_v2/KB25/20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2/summary_20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2.csv,True,VALID
20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951,KB25,BQ,GPS_TO_VPS,REAL,combined_root_v2/KB25/20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951/events_20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951.csv,combined_root_v2/KB25/20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951/samples_20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951.csv,combined_root_v2/KB25/20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951/summary_20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951.csv,True,VALID
SYNTH_KB02_V3_9203_REV,KB02,V3,VPS_TO_GPS,SYNTHETIC_SUPPORT_REVERSE,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V3_9203_REV/events_SYNTH_KB02_V3_9203_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V3_9203_REV/samples_SYNTH_KB02_V3_9203_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V3_9203_REV/summary_SYNTH_KB02_V3_9203_REV.csv,True,VALID
SYNTH_KB02_V1_3432_REV,KB02,V1,VPS_TO_GPS,SYNTHETIC_SUPPORT_REVERSE,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V1_3432_REV/events_SYNTH_KB02_V1_3432_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V1_3432_REV/samples_SYNTH_KB02_V1_3432_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V1_3432_REV/summary_SYNTH_KB02_V1_3432_REV.csv,True,VALID
SYNTH_KB02_V5_1612_REV,KB02,V5,VPS_TO_GPS,SYNTHETIC_SUPPORT_REVERSE,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V5_1612_REV/events_SYNTH_KB02_V5_1612_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V5_1612_REV/samples_SYNTH_KB02_V5_1612_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V5_1612_REV/summary_SYNTH_KB02_V5_1612_REV.csv,True,VALID
SYNTH_KB02_BQ_3348_REV,KB02,BQ,VPS_TO_GPS,SYNTHETIC_SUPPORT_REVERSE,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_BQ_3348_REV/events_SYNTH_KB02_BQ_3348_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_BQ_3348_REV/samples_SYNTH_KB02_BQ_3348_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_BQ_3348_REV/summary_SYNTH_KB02_BQ_3348_REV.csv,True,VALID
SYNTH_KB02_V4_6790_REV,KB02,V4,VPS_TO_GPS,SYNTHETIC_SUPPORT_REVERSE,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V4_6790_REV/events_SYNTH_KB02_V4_6790_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V4_6790_REV/samples_SYNTH_KB02_V4_6790_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V4_6790_REV/summary_SYNTH_KB02_V4_6790_REV.csv,True,VALID
SYNTH_KB02_V2_3545_REV,KB02,V2,VPS_TO_GPS,SYNTHETIC_SUPPORT_REVERSE,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V2_3545_REV/events_SYNTH_KB02_V2_3545_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V2_3545_REV/samples_SYNTH_KB02_V2_3545_REV.csv,combined_root_v2/_synthetic_reverse/KB02/SYNTH_KB02_V2_3545_REV/summary_SYNTH_KB02_V2_3545_REV.csv,True,VALID
