session_id,scenario_id,harmony_version,direction,provenance,generation_tier,grounding_strength,validation_status,events_file
SYNTH_KB27_BQ_8655_FWD,KB27,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_BQ_8655_FWD/events_SYNTH_KB27_BQ_8655_FWD.csv
SYNTH_KB27_V1_6790_FWD,KB27,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_V1_6790_FWD/events_SYNTH_KB27_V1_6790_FWD.csv
SYNTH_KB27_BT_1286_FWD,KB27,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_BT_1286_FWD/events_SYNTH_KB27_BT_1286_FWD.csv
SYNTH_KB09_V2_1612_FWD,KB09,V2,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_V2_1612_FWD/events_SYNTH_KB09_V2_1612_FWD.csv
SYNTH_KB09_V5_8168_FWD,KB09,V5,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_V5_8168_FWD/events_SYNTH_KB09_V5_8168_FWD.csv
SYNTH_KB09_BQ_7814_FWD,KB09,BQ,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_BQ_7814_FWD/events_SYNTH_KB09_BQ_7814_FWD.csv
SYNTH_KB09_V4_8420_FWD,KB09,V4,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_V4_8420_FWD/events_SYNTH_KB09_V4_8420_FWD.csv
SYNTH_KB09_BT_3772_FWD,KB09,BT,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_BT_3772_FWD/events_SYNTH_KB09_BT_3772_FWD.csv
SYNTH_KB09_V3_7039_FWD,KB09,V3,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_V3_7039_FWD/events_SYNTH_KB09_V3_7039_FWD.csv
SYNTH_KB09_V1_3432_FWD,KB09,V1,NONE,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)",STRONG (reuses a real per-version NONE-direction trial's own path in original order; identical construction rigor to step6's KB01),VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB09/SYNTH_KB09_V1_3432_FWD/events_SYNTH_KB09_V1_3432_FWD.csv
SYNTH_KB29_V1_7770_FWD,KB29,V1,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_V1_7770_FWD/events_SYNTH_KB29_V1_7770_FWD.csv
SYNTH_KB29_V3_6180_FWD,KB29,V3,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_V3_6180_FWD/events_SYNTH_KB29_V3_6180_FWD.csv
SYNTH_KB29_V4_1852_FWD,KB29,V4,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_V4_1852_FWD/events_SYNTH_KB29_V4_1852_FWD.csv
SYNTH_KB29_BQ_4032_FWD,KB29,BQ,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_BQ_4032_FWD/events_SYNTH_KB29_BQ_4032_FWD.csv
SYNTH_KB29_V5_1159_FWD,KB29,V5,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_V5_1159_FWD/events_SYNTH_KB29_V5_1159_FWD.csv
SYNTH_KB29_V2_8524_FWD,KB29,V2,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_V2_8524_FWD/events_SYNTH_KB29_V2_8524_FWD.csv
SYNTH_KB29_BT_8842_FWD,KB29,BT,MULTI_HANDOVER,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","STRONG structurally / per-segment: each of the 3 segments (OUT->IN, IN->OUT, OUT->IN) reuses the exact same real-per-version-distribution construction as step6's KB01 and step4's KB02 reverse segment, just chained in one continuous session. Per config.yaml, 'MULTI_HANDOVER' has no direction entry, so the pipeline's own detect_handover correctly returns evaluable=False for this trial -- exactly as spec Section 9 requires (excluded from HSR/FHR denominators), which is why handover_attempts_evaluable=0 in the summary even though 2 handovers structurally occurred.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB29/SYNTH_KB29_BT_8842_FWD/events_SYNTH_KB29_BT_8842_FWD.csv
SYNTH_KB23_V2_4565_FWD,KB23,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_V2_4565_FWD/events_SYNTH_KB23_V2_4565_FWD.csv
SYNTH_KB23_V3_1350_FWD,KB23,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_V3_1350_FWD/events_SYNTH_KB23_V3_1350_FWD.csv
SYNTH_KB23_V4_3934_FWD,KB23,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_V4_3934_FWD/events_SYNTH_KB23_V4_3934_FWD.csv
SYNTH_KB23_BT_1327_FWD,KB23,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_BT_1327_FWD/events_SYNTH_KB23_BT_1327_FWD.csv
SYNTH_KB23_V1_9203_FWD,KB23,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_V1_9203_FWD/events_SYNTH_KB23_V1_9203_FWD.csv
SYNTH_KB23_V5_3686_FWD,KB23,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_V5_3686_FWD/events_SYNTH_KB23_V5_3686_FWD.csv
SYNTH_KB23_BQ_1679_FWD,KB23,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): one vps_valid=0 dropout episode, same never-observed recovery_count mechanism as KB15, distinguished from it only by being a single (not recurring) episode per the scenario definition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB23/SYNTH_KB23_BQ_1679_FWD/events_SYNTH_KB23_BQ_1679_FWD.csv
SYNTH_KB26_V3_3753_FWD,KB26,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_V3_3753_FWD/events_SYNTH_KB26_V3_3753_FWD.csv
SYNTH_KB26_BQ_7823_FWD,KB26,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_BQ_7823_FWD/events_SYNTH_KB26_BQ_7823_FWD.csv
SYNTH_KB26_V4_7389_FWD,KB26,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_V4_7389_FWD/events_SYNTH_KB26_V4_7389_FWD.csv
SYNTH_KB26_V1_9871_FWD,KB26,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_V1_9871_FWD/events_SYNTH_KB26_V1_9871_FWD.csv
SYNTH_KB26_V2_1702_FWD,KB26,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_V2_1702_FWD/events_SYNTH_KB26_V2_1702_FWD.csv
SYNTH_KB26_BT_9972_FWD,KB26,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_BT_9972_FWD/events_SYNTH_KB26_BT_9972_FWD.csv
SYNTH_KB26_V5_3128_FWD,KB26,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=1 is this dataset's own real maximum ever recorded (105 real trials, max=1, mean=0.0095) and cadence is slowed -- both real-anchored, but 'help_request'/'trust' measures are NOT_REPRESENTED (no such column exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB26/SYNTH_KB26_V5_3128_FWD/events_SYNTH_KB26_V5_3128_FWD.csv
20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42,KB25,V3,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42/events_20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42.csv
20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97,KB25,V5,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97/events_20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97.csv
20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2,KB25,BT,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2/events_20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2.csv
20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E,KB25,V1,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E/events_20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E.csv
20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309,KB25,V2,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309/events_20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309.csv
20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2,KB25,V4,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2/events_20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2.csv
20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951,KB25,BQ,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB25/20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951/events_20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951.csv
SYNTH_KB02_V3_9203_REV,KB02,V3,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_V3_9203_REV/events_SYNTH_KB02_V3_9203_REV.csv
SYNTH_KB02_V1_3432_REV,KB02,V1,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_V1_3432_REV/events_SYNTH_KB02_V1_3432_REV.csv
SYNTH_KB02_V5_1612_REV,KB02,V5,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_V5_1612_REV/events_SYNTH_KB02_V5_1612_REV.csv
SYNTH_KB02_BQ_3348_REV,KB02,BQ,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_BQ_3348_REV/events_SYNTH_KB02_BQ_3348_REV.csv
SYNTH_KB02_V4_6790_REV,KB02,V4,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_V4_6790_REV/events_SYNTH_KB02_V4_6790_REV.csv
SYNTH_KB02_V2_3545_REV,KB02,V2,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_V2_3545_REV/events_SYNTH_KB02_V2_3545_REV.csv
SYNTH_KB02_BT_4565_REV,KB02,BT,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB02/SYNTH_KB02_BT_4565_REV/events_SYNTH_KB02_BT_4565_REV.csv
SYNTH_KB20_V4_7770_REV,KB20,V4,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_V4_7770_REV/events_SYNTH_KB20_V4_7770_REV.csv
SYNTH_KB20_V1_8534_REV,KB20,V1,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_V1_8534_REV/events_SYNTH_KB20_V1_8534_REV.csv
SYNTH_KB20_V2_7591_REV,KB20,V2,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_V2_7591_REV/events_SYNTH_KB20_V2_7591_REV.csv
SYNTH_KB20_V5_4393_REV,KB20,V5,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_V5_4393_REV/events_SYNTH_KB20_V5_4393_REV.csv
SYNTH_KB20_BT_1702_REV,KB20,BT,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_BT_1702_REV/events_SYNTH_KB20_BT_1702_REV.csv
SYNTH_KB20_BQ_7947_REV,KB20,BQ,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_BQ_7947_REV/events_SYNTH_KB20_BQ_7947_REV.csv
SYNTH_KB20_V3_9871_REV,KB20,V3,VPS_TO_GPS,SYNTHETIC_SUPPORT,"reverse_handover (Task 1, KB02/KB20)","STRONG (real per-version distributions + real template geometry, per spec Section 8)",VALID,FINAL_DATASET/_synthetic_reverse/KB20/SYNTH_KB20_V3_9871_REV/events_SYNTH_KB20_V3_9871_REV.csv
20260912_102314_139_V5_GPS_TO_VPS_NORMAL_DEV_D1F5,KB30,V5,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_102314_139_V5_GPS_TO_VPS_NORMAL_DEV_D1F5/events_20260912_102314_139_V5_GPS_TO_VPS_NORMAL_DEV_D1F5.csv
20260912_101227_816_V2_GPS_TO_VPS_NORMAL_DEV_E9C2,KB30,V2,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_101227_816_V2_GPS_TO_VPS_NORMAL_DEV_E9C2/events_20260912_101227_816_V2_GPS_TO_VPS_NORMAL_DEV_E9C2.csv
20260912_100806_809_V1_GPS_TO_VPS_NORMAL_DEV_ECFB,KB30,V1,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_100806_809_V1_GPS_TO_VPS_NORMAL_DEV_ECFB/events_20260912_100806_809_V1_GPS_TO_VPS_NORMAL_DEV_ECFB.csv
20260912_101928_244_V4_GPS_TO_VPS_NORMAL_DEV_FB48,KB30,V4,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_101928_244_V4_GPS_TO_VPS_NORMAL_DEV_FB48/events_20260912_101928_244_V4_GPS_TO_VPS_NORMAL_DEV_FB48.csv
20260912_101528_381_V3_GPS_TO_VPS_NORMAL_DEV_7F59,KB30,V3,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_101528_381_V3_GPS_TO_VPS_NORMAL_DEV_7F59/events_20260912_101528_381_V3_GPS_TO_VPS_NORMAL_DEV_7F59.csv
20260912_102732_818_BQ_GPS_TO_VPS_NORMAL_DEV_78D0,KB30,BQ,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_102732_818_BQ_GPS_TO_VPS_NORMAL_DEV_78D0/events_20260912_102732_818_BQ_GPS_TO_VPS_NORMAL_DEV_78D0.csv
20260912_103114_765_BT_GPS_TO_VPS_NORMAL_DEV_F9B7,KB30,BT,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB30/20260912_103114_765_BT_GPS_TO_VPS_NORMAL_DEV_F9B7/events_20260912_103114_765_BT_GPS_TO_VPS_NORMAL_DEV_F9B7.csv
20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573,KB05,V3,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB05/20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573/events_20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573.csv
20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B,KB05,V5,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB05/20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B/events_20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B.csv
20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4,KB05,V3,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB05/20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4/events_20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4.csv
20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B,KB05,BQ,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB05/20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B/events_20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B.csv
20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903,KB05,V2,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB05/20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903/events_20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903.csv
