session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_start_s,handover_end_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,events_file,samples_file,summary_file
20260917_083639_189_V3_GPS_TO_VPS_NORMAL_DEV_DD2D,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V3,No Dwell Time,GPS_TO_VPS,B9-104,65.245,2026-09-17T08:36:39.1894110Z,,0.0,,62.0,121.0,1.0,0.0,1.0,1.0,0.0,0.0,,39.778,51.778,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,11.251,11.251,0.0,11.251,11.251,11.251,timeout_fallback,3.067,0.956,0.5,49.03,0.0,0.37,0.15,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,62.0,5.0805,5.0595,0.2318,4.581,5.493,0.894,0.975,1.4616,9.822,7.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
20260917_090606_561_BT_GPS_TO_VPS_NORMAL_DEV_6228,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-104,470.074,2026-09-17T09:06:06.5611860Z,,1.0,,458.0,1562.0,1.0,1.0,0.0,0.0,0.0,1.0,3.322,336.982,340.304,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.72,1.72,0.0,1.72,1.72,1.72,success,17.378,0.876,0.5,72.933,0.0,2.2999,17.489,reconstructed from campus_x/campus_y at +/-2.0s window,2.2999,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,458.0,5.4605,5.455,0.2416,4.705,6.159,0.7143,0.886,3.8978,28.756,0.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4,VALID,,V3,No Dwell Time,GPS_TO_VPS,B9-104,222.294,2026-09-12T09:42:31.0505710Z,,1.0,,216.0,74.0,1.0,0.0,1.0,1.0,0.0,1.0,2.311,159.453,161.764,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.645,1.645,0.0,1.645,1.645,1.645,success,,0.966,0.5,4.336,0.0,2.0405,14.213,reconstructed from campus_x/campus_y at +/-2.0s window,2.0405,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,216.0,5.0705,5.0915,0.25,4.267,5.656,0.7064,0.863,3.9297,19.536,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,25.0,,,
20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V3,No Dwell Time,GPS_TO_VPS,B9-104,137.472,2026-09-12T10:00:55.9232830Z,,0.0,,137.0,1669.0,1.0,0.0,1.0,1.0,0.0,0.0,,98.98,110.98,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,11.553,11.553,0.0,11.553,11.553,11.553,timeout_fallback,0.0,0.813,0.5,31.604,0.0,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,137.0,5.0757,5.047,0.2572,4.479,5.757,0.7485,0.883,2.8855,11.279,1.0,0.9,0.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903,VALID,,V2,Reliable Handover,GPS_TO_VPS,B9-104,200.956,2026-09-12T09:50:00.8059320Z,2026-09-12T09:53:19.6138720Z,1.0,user_finished_trial,195.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,3.544,144.688,148.232,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.647,1.647,0.0,1.647,1.647,1.647,success,,0.15,0.5,0.0,0.0,1.2448,9.7,reconstructed from campus_x/campus_y at +/-2.0s window,1.2448,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,195.0,5.0233,5.01,0.2286,4.369,5.639,0.7569,0.888,3.3332,17.791,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,,,
20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B,VALID,,V5,Full HARMONY,GPS_TO_VPS,B9-101,43.967,2026-09-12T09:55:20.1812090Z,,1.0,,44.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,3.306,23.767,27.073,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.725,1.725,0.0,1.725,1.725,1.725,success,10.023,0.852,0.5,1.336,0.0,1.4319,12.324,reconstructed from campus_x/campus_y at +/-2.0s window,1.4319,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,44.0,5.0413,5.036,0.2638,4.55,5.592,0.6282,0.829,3.6523,9.405,17.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260912_095714_923_V4_GPS_TO_VPS_NORMAL_DEV_F016,VALID,,V4,No Map-ID Check,GPS_TO_VPS,B9-104,118.587,2026-09-12T09:57:14.9236230Z,,1.0,,119.0,78.0,1.0,1.0,0.0,1.0,0.0,1.0,3.591,85.383,88.974,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.665,1.665,0.0,1.665,1.665,1.665,success,7.018,0.882,0.5,15.238,0.0,1.8118,15.347,reconstructed from campus_x/campus_y at +/-2.0s window,1.8118,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,119.0,5.1849,5.179,0.2687,4.528,5.953,0.7831,0.891,1.6571,8.017,18.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",BQ,Quality-Threshold Baseline,GPS_TO_VPS,B9-104,92.375,2026-09-12T09:50:57.4054250Z,,0.0,,92.0,1357.0,1.0,0.0,0.0,0.0,0.0,0.0,,63.767,75.767,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,11.064,11.064,0.0,11.064,11.064,11.064,timeout_fallback,20.045,0.747,0.5,7.216,0.0,0.234,14.06,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,92.0,5.1361,5.143,0.2619,4.428,5.793,0.6483,0.86,9.0264,40.374,10.0,0.8848,0.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20260912_095408_236_BT_GPS_TO_VPS_NORMAL_DEV_FAAF,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-101,38.605,2026-09-12T09:54:08.2363730Z,,1.0,,39.0,56.0,1.0,1.0,0.0,0.0,0.0,1.0,2.853,20.0,22.853,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.709,1.709,0.0,1.709,1.709,1.709,success,5.028,0.525,0.5,0.0,0.0,2.1893,19.634,reconstructed from campus_x/campus_y at +/-2.0s window,2.1893,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,39.0,5.1048,5.205,0.3035,4.541,5.638,0.387,0.414,4.0129,9.873,11.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260915_085148_743_V2_GPS_TO_VPS_NORMAL_DEV_7313,VALID,,V2,Reliable Handover,GPS_TO_VPS,B9-104,116.799,2026-09-15T08:51:48.7437180Z,,1.0,,114.0,162.0,1.0,1.0,1.0,1.0,0.0,1.0,3.336,83.927,87.263,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.757,1.757,0.0,1.757,1.757,1.757,success,21.02,0.888,0.5,1.501,0.0,1.277,11.471,reconstructed from campus_x/campus_y at +/-2.0s window,1.277,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,114.0,5.499,5.486,0.2601,4.912,6.209,0.4979,0.15,11.2279,46.463,32.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F,VALID_WITH_WARNINGS,[LARGE_TIME_GAP] 1 gap(s) in events elapsed_s exceed 60.0s (app pause/resume or logging interruption).,V1,Fixed Geometric,GPS_TO_VPS,B9-104,166.217,2026-09-15T08:47:44.2547400Z,,1.0,,164.0,171.0,0.0,0.0,0.0,0.0,0.0,1.0,1.951,119.628,121.579,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.738,1.738,0.0,1.738,1.738,1.738,success,25.025,0.892,0.5,53.887,0.0,3.7966,29.295,reconstructed from campus_x/campus_y at +/-2.0s window,3.7966,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,164.0,4.7852,4.7725,0.2554,4.039,5.511,0.4945,0.176,17.4733,66.817,26.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-104,83.249,2026-09-15T09:09:10.1199040Z,,1.0,,81.0,434.0,1.0,1.0,0.0,0.0,0.0,1.0,3.178,57.633,60.811,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.752,1.752,0.0,1.752,1.752,1.752,success,6.006,0.176,0.5,0.0,0.0,1.8841,17.752,reconstructed from campus_x/campus_y at +/-2.0s window,1.8841,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,81.0,5.3106,5.324,0.2208,4.879,5.781,0.4844,0.176,18.8604,56.99,9.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A,VALID,,V5,Full HARMONY,GPS_TO_VPS,B9-104,132.564,2026-09-15T09:03:05.6384980Z,,1.0,,123.0,262.0,1.0,1.0,1.0,1.0,1.0,1.0,3.466,95.278,98.744,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.712,1.712,0.0,1.712,1.712,1.712,success,16.016,0.113,0.5,0.0,0.0,1.3455,11.034,reconstructed from campus_x/campus_y at +/-2.0s window,1.3455,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,123.0,4.7603,4.737,0.2475,4.221,5.396,0.5352,0.764,10.2546,47.399,20.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6,VALID,,V3,No Dwell Time,GPS_TO_VPS,B9-104,112.159,2026-09-15T08:55:33.2771770Z,,1.0,,108.0,84.0,1.0,0.0,1.0,1.0,0.0,1.0,2.086,80.659,82.745,,1.0,False,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,1.0,0.0,0.0,1.0,1.604,1.604,0.0,1.604,1.604,1.604,success,14.014,0.956,0.5,24.808,0.0,2.1087,13.565,reconstructed from campus_x/campus_y at +/-2.0s window,2.1087,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,108.0,5.0469,5.04,0.2129,4.588,5.62,0.4279,0.176,19.0348,61.561,21.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,100.0,33.3,,,
20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,B9-104,142.804,2026-09-15T09:06:04.0727750Z,,1.0,,141.0,155.0,1.0,0.0,0.0,0.0,0.0,1.0,2.847,91.601,94.448,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.7,1.7,0.0,1.7,1.7,1.7,success,11.01,0.176,0.5,0.0,0.0,2.9065,20.843,reconstructed from campus_x/campus_y at +/-2.0s window,2.9065,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,141.0,4.7208,4.697,0.2502,4.166,5.458,0.4772,0.176,12.4681,46.578,12.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V4,No Map-ID Check,GPS_TO_VPS,B9-104,223.447,2026-09-15T08:58:23.6236640Z,,0.0,,222.0,418.0,1.0,1.0,0.0,1.0,0.0,0.0,,160.57,172.57,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,10.515,10.515,0.0,10.515,10.515,10.515,timeout_fallback,17.017,0.15,0.5,0.0,0.0,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,222.0,5.2452,5.265,0.2391,4.614,5.859,0.7089,0.889,4.9178,36.001,1.0,0.9,0.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20260913_081407_019_BT_GPS_TO_VPS_NORMAL_DEV_0022,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-104,90.197,2026-09-13T08:14:07.0190350Z,,1.0,,86.0,279.0,1.0,1.0,0.0,0.0,0.0,1.0,2.812,64.822,67.634,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.729,1.729,0.0,1.729,1.729,1.729,success,38.136,0.885,0.5,6.027,0.0,2.4101,19.675,reconstructed from campus_x/campus_y at +/-2.0s window,2.4101,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,86.0,4.8507,4.8375,0.2418,4.387,5.492,0.7048,0.9135,4.724,24.607,20.0,0.8953,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260912_080215_923_V1_GPS_TO_VPS_NORMAL_DEV_F4E4,VALID,,V1,Fixed Geometric,GPS_TO_VPS,B9-104,114.193,2026-09-12T08:02:15.9237700Z,,1.0,,107.0,307.0,0.0,0.0,0.0,0.0,0.0,1.0,2.346,82.194,84.54,,1.0,False,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,1.0,0.0,0.0,1.0,1.761,1.761,0.0,1.761,1.761,1.761,success,10.304,0.8,0.5,3.573,0.0,3.7053,30.367,reconstructed from campus_x/campus_y at +/-2.0s window,3.7053,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,107.0,4.8902,4.879,0.2549,4.195,5.447,0.6312,0.881,6.683,33.024,37.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,100.0,33.3,,,
20260912_084254_771_V4_GPS_TO_VPS_NORMAL_DEV_163C,VALID,,V4,No Map-ID Check,GPS_TO_VPS,B9-104,91.766,2026-09-12T08:42:54.7710850Z,,1.0,,87.0,285.0,1.0,1.0,0.0,1.0,0.0,1.0,3.315,66.072,69.387,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.637,1.637,0.0,1.637,1.637,1.637,success,5.158,0.113,0.5,0.0,0.0,1.7352,12.936,reconstructed from campus_x/campus_y at +/-2.0s window,1.7352,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,87.0,4.7382,4.748,0.2316,4.231,5.296,0.6314,0.873,6.6755,29.848,36.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260913_081201_663_BQ_GPS_TO_VPS_NORMAL_DEV_3AEE,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",BQ,Quality-Threshold Baseline,GPS_TO_VPS,B9-104,86.842,2026-09-13T08:12:01.6638340Z,,0.0,,80.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,,62.502,74.502,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,10.996,10.996,0.0,10.996,10.996,10.996,timeout_fallback,13.921,0.132,0.5,0.0,0.0,0.4726,3.961,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,80.0,5.1763,5.1785,0.2472,4.716,5.767,0.3291,0.132,26.8278,65.584,15.0,0.885,0.9,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
20260912_084508_275_V5_GPS_TO_VPS_NORMAL_DEV_ECF7,VALID,,V5,Full HARMONY,GPS_TO_VPS,B9-104,82.811,2026-09-12T08:45:08.2754170Z,,1.0,,78.0,561.0,1.0,1.0,1.0,1.0,1.0,1.0,3.325,59.624,62.949,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.722,1.722,0.0,1.722,1.722,1.722,success,2.08,0.113,0.5,0.0,0.0,1.2302,10.815,reconstructed from campus_x/campus_y at +/-2.0s window,1.2302,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,78.0,4.9229,4.914,0.2581,4.3,5.462,0.299,0.113,25.5852,63.12,19.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260912_080545_351_V2_GPS_TO_VPS_NORMAL_DEV_5138,VALID,,V2,Reliable Handover,GPS_TO_VPS,B9-104,91.372,2026-09-12T08:05:45.3516670Z,,1.0,,89.0,169.0,1.0,1.0,1.0,1.0,0.0,1.0,3.411,47.59,51.001,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.699,1.699,0.0,1.699,1.699,1.699,success,53.347,0.918,0.5,37.79,0.0,1.2307,11.067,reconstructed from campus_x/campus_y at +/-2.0s window,1.2307,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,89.0,5.3607,5.395,0.2814,4.82,6.165,0.9089,0.963,1.427,8.061,9.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260912_080953_034_V3_GPS_TO_VPS_NORMAL_DEV_E70A,VALID,,V3,No Dwell Time,GPS_TO_VPS,B9-104,92.184,2026-09-12T08:09:53.0346790Z,,1.0,,88.0,222.0,1.0,0.0,1.0,1.0,0.0,1.0,2.208,66.349,68.557,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.653,1.653,0.0,1.653,1.653,1.653,success,51.604,0.132,0.5,0.0,0.0,1.9111,15.887,reconstructed from campus_x/campus_y at +/-2.0s window,1.9111,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,88.0,5.5184,5.504,0.2545,4.805,6.225,0.678,0.898,6.6556,31.825,15.0,0.8927,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V1,Fixed Geometric,GPS_TO_VPS,B9-104,256.457,2026-09-12T03:02:30.8799500Z,,0.0,,248.0,5469.0,0.0,0.0,0.0,0.0,0.0,0.0,,184.505,196.505,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,11.172,11.172,0.0,11.172,11.172,11.172,timeout_fallback,3.067,0.132,0.5,0.0,0.0,0.1315,62.214,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,248.0,5.404,5.413,0.2385,4.771,6.031,0.6842,0.937,14.2072,81.914,27.0,0.9,0.9,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,
20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",BQ,Quality-Threshold Baseline,GPS_TO_VPS,B9-104,42.276,2026-09-12T03:46:26.8832920Z,,0.0,,42.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,,20.0,32.0,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,11.092,11.092,0.0,11.092,11.092,11.092,timeout_fallback,,0.94,0.5,1.833,0.0,0.031,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,42.0,4.569,4.5355,0.2435,4.055,5.101,0.9142,0.949,1.8759,5.9,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
